,axis-0,axis-1,axis-2,R,G,B,label,labels
0,22.0,13.0,63.0,0.3230899202028791,0.1522435365970791,0.5246665432000419,TP,
1,15.0,29.0,164.0,0.6990730998360779,0.1629632720029517,0.1379636281609703,TP,
2,22.0,27.0,225.0,0.639186055662174,0.1953230524656391,0.1654908918721869,TP,
3,20.0,29.0,145.0,0.7242637854669158,0.1511406277685713,0.1245955867645126,TP,
4,16.0,15.0,483.0,0.5944524309124838,0.2593066725528181,0.146240896534698,TP,
5,20.0,26.0,339.0,0.0626648233520438,0.3752333437533439,0.5621018328946121,TP,
6,16.0,26.0,80.0,0.4338452098214818,0.4244400605184888,0.1417147296600293,TP,
7,13.0,15.0,228.0,0.4533550849163167,0.4380099340516572,0.1086349810320261,TP,
8,12.0,25.0,266.0,0.0836441319950183,0.3908144663047482,0.5255414017002334,TP,
9,7.0,16.0,250.0,0.4200291131428496,0.4392854441627634,0.140685442694387,TP,
10,5.0,29.0,485.0,0.0640491007926087,0.423586704281763,0.5123641949256283,TP,
11,17.0,30.0,454.0,0.4511696826623084,0.4168093838878655,0.1320209334498261,TP,
12,18.0,74.0,19.0,0.7246880427731661,0.1551388956125219,0.120173061614312,TP,
13,4.0,80.0,37.0,0.695838132964158,0.1784788429134279,0.1256830241224141,TP,
14,22.0,192.0,44.0,0.4537951273176599,0.4228726427827893,0.1233322298995508,TP,
15,18.0,250.0,36.0,0.744731271445842,0.1586433876125641,0.0966253409415938,TP,
16,10.0,124.0,54.0,0.6912488743075389,0.1736218890236221,0.135129236668839,TP,
17,4.0,114.0,34.0,0.7236438351095194,0.1641345703343357,0.1122215945561449,TP,
18,18.0,38.0,16.0,0.6665829698122976,0.1661115360894057,0.1673054940982966,TP,
19,8.0,451.0,45.0,0.3845324150815864,0.5071987753460105,0.1082688095724031,TP,
20,16.0,228.0,53.0,0.3988092130698184,0.5106206479492379,0.0905701389809436,TP,
21,12.0,448.0,21.0,0.7212294817551278,0.1400159786426076,0.1387545396022644,TP,
22,20.0,413.0,45.0,0.057070682439954,0.1394223041540478,0.8035070134059981,TP,
23,18.0,369.0,53.0,0.2917423114033897,0.1424649772460978,0.5657927113505123,TP,
24,14.0,351.0,26.0,0.3321239303430724,0.1502694474367927,0.5176066222201349,TP,
25,10.0,218.0,24.0,0.6999505500789748,0.1898172616523223,0.1102321882687029,TP,
26,19.0,307.0,48.0,0.4309458314292302,0.4663279893232022,0.1027261792475676,TP,
27,10.0,361.0,51.0,0.3109449542545004,0.1422989177360641,0.5467561280094353,TP,
28,13.0,272.0,30.0,0.7316520983463249,0.1528754298252937,0.1154724718283812,TP,
29,21.0,475.0,64.0,0.765169705326451,0.1401778232346554,0.0946524714388936,FP,glia
30,15.0,328.0,323.0,0.6836907739753745,0.1754046348191352,0.1409045912054901,TP,
31,8.0,302.0,394.0,0.7108239823529233,0.1930880075949065,0.0960880100521702,TP,
32,15.0,326.0,383.0,0.4792770825122715,0.1552072255115882,0.3655156919761403,TP,
33,11.0,280.0,433.0,0.6548318225485484,0.1877596170477301,0.1574085604037212,TP,
34,8.0,173.0,421.0,0.5288172528002636,0.3594575418121652,0.1117252053875711,TP,
35,10.0,72.0,456.0,0.0729678105947149,0.1728261235363055,0.7542060658689795,TP,
36,21.0,112.0,131.0,0.7101360602311457,0.1686942132124072,0.1211697265564469,TP,
37,20.0,52.0,225.0,0.7058063720988499,0.1592585844283773,0.1349350434727727,TP,
38,15.0,255.0,455.0,0.6782035989808973,0.1888891051538521,0.1329072958652505,TP,
39,22.0,446.0,204.0,0.6560533913403118,0.191157990958864,0.1527886177008241,TP,
40,5.0,422.0,229.0,0.6640226414672395,0.16992166907017,0.1660556894625903,TP,
41,19.0,367.0,335.0,0.6784750866167529,0.1681210541431895,0.1534038592400574,TP,
42,16.0,193.0,299.0,0.6853990180439142,0.1719294866790564,0.1426714952770293,TP,
43,6.0,479.0,144.0,0.3717446890826669,0.5111954896853382,0.117059821231995,TP,
44,15.0,370.0,421.0,0.1926626275447384,0.2421784256282564,0.5651589468270052,TP,
45,14.0,71.0,155.0,0.6991859274595501,0.158239121428293,0.1425749511121568,TP,
46,17.0,328.0,461.0,0.6255883367929114,0.2084808857387744,0.1659307774683142,TP,
47,15.0,216.0,414.0,0.7129029223715208,0.1881884897552317,0.0989085878732475,TP,
48,22.0,401.0,324.0,0.7264285215886614,0.154420309600608,0.1191511688107305,TP,
49,5.0,246.0,147.0,0.7226207887809538,0.1633576098456492,0.1140216013733969,TP,
50,8.0,143.0,151.0,0.7454905428235205,0.1490501948264188,0.1054592623500606,TP,
51,11.0,394.0,243.0,0.2602335082782769,0.1542925664540383,0.5854739252676847,TP,
52,5.0,167.0,262.0,0.7290233355701117,0.1616546680096336,0.1093219964202547,TP,
53,5.0,382.0,225.0,0.3728639749249813,0.4765468792212194,0.1505891458537994,TP,
54,4.0,457.0,300.0,0.2810081052261248,0.1348411834947848,0.5841507112790906,TP,
55,4.0,82.0,222.0,0.4502935899322277,0.4431092855595263,0.106597124508246,TP,
56,14.0,100.0,436.0,0.7593599114557968,0.154106442644858,0.086533645899345,TP,
57,9.0,38.0,418.0,0.6826145935071539,0.19131573846392,0.126069668028926,TP,
58,19.0,410.0,477.0,0.6661802506575688,0.198358312702295,0.135461436640136,TP,
59,7.0,467.0,344.0,0.7174226600234592,0.1698701214112366,0.1127072185653041,TP,
60,17.0,89.0,236.0,0.7410975814358025,0.1610201107391494,0.0978823078250478,TP,
61,16.0,416.0,209.0,0.3814902255221528,0.4637744630468668,0.1547353114309805,TP,
62,13.0,446.0,320.0,0.6999783814847661,0.1756493978415536,0.1243722206736802,TP,
63,10.0,241.0,305.0,0.3127708169869437,0.1408745230260623,0.546354659986994,TP,
64,5.0,454.0,152.0,0.7099754905834643,0.1504150861272314,0.1396094232893043,TP,
65,22.0,440.0,361.0,0.6595912516844227,0.1747441753449477,0.1656645729706294,TP,
66,16.0,232.0,106.0,0.3091767766533304,0.141957546405164,0.5488656769415056,TP,
67,17.0,135.0,74.0,0.3296012201804746,0.175656475124105,0.4947423046954204,TP,
68,9.0,174.0,383.0,0.0951813697464941,0.363580255289929,0.5412383749635769,TP,
69,5.0,282.0,363.0,0.7554425810190561,0.1609934076096224,0.0835640113713214,TP,
70,18.0,296.0,159.0,0.6805277094265297,0.1603742575642115,0.1590980330092586,TP,
71,4.0,311.0,76.0,0.7749739689708215,0.1398449968787349,0.0851810341504437,TP,
72,19.0,174.0,118.0,0.3128988024561826,0.1408197886875311,0.5462814088562864,TP,
73,7.0,283.0,477.0,0.277721203978895,0.1590964896788262,0.5631823063422787,TP,
74,8.0,106.0,216.0,0.7415181932702417,0.1493715264005144,0.1091102803292438,TP,
75,13.0,395.0,169.0,0.6284968897221201,0.171507740276015,0.1999953700018648,TP,
76,22.0,312.0,312.0,0.6933459448155314,0.1727058447535963,0.1339482104308722,TP,
77,15.0,93.0,91.0,0.4432970832791504,0.4415987770754896,0.1151041396453599,TP,
78,10.0,456.0,476.0,0.6853072050529972,0.1769935186986971,0.1376992762483057,TP,
79,15.0,454.0,460.0,0.7128080221069296,0.1635314718290123,0.1236605060640581,TP,
80,19.0,40.0,390.0,0.721182090965495,0.1711596187358338,0.1076582902986711,TP,
81,5.0,206.0,148.0,0.7192513119864192,0.1680575931779815,0.112691094835599,TP,
82,6.0,55.0,432.0,0.2607511310371087,0.1465319997935621,0.5927168691693292,TP,
83,15.0,350.0,384.0,0.7099830816848337,0.1765685250559179,0.1134483932592483,TP,
84,6.0,140.0,183.0,0.7329221563652901,0.163195262099757,0.1038825815349528,TP,
85,16.0,157.0,247.0,0.7595413688109354,0.1447567650508768,0.0957018661381877,TP,
86,6.0,199.0,421.0,0.6929591757833766,0.1873669712277707,0.1196738529888525,TP,
87,18.0,143.0,267.0,0.7267820866091288,0.1596502036844124,0.1135677097064588,TP,
88,8.0,100.0,133.0,0.7686039603676635,0.1428317029839978,0.0885643366483387,TP,
89,16.0,210.0,314.0,0.0859311270337774,0.3854492679377504,0.5286196050284722,TP,
90,9.0,78.0,425.0,0.0722867160029857,0.3687486912399568,0.5589645927570576,TP,
91,14.0,73.0,298.0,0.7658127119936922,0.1579428875268397,0.076244400479468,TP,
92,4.0,146.0,428.0,0.7522925996021536,0.1486144937957124,0.0990929066021339,TP,
93,8.0,454.0,254.0,0.3602520462251271,0.4922602103038888,0.1474877434709841,TP,
94,5.0,129.0,227.0,0.2458955414913848,0.1431559016751906,0.6109485568334247,TP,
95,6.0,332.0,156.0,0.7655754611310208,0.1502180986240223,0.0842064402449569,TP,
96,10.0,248.0,486.0,0.7194619107480361,0.1749271464614091,0.1056109427905548,TP,
97,5.0,202.0,303.0,0.7225985402575683,0.1656886056928704,0.111712854049561,TP,
98,22.0,229.0,157.0,0.754633743485477,0.1521596614202795,0.0932065950942434,TP,
99,16.0,398.0,147.0,0.2443682727061719,0.1370291891684068,0.6186025381254213,TP,
100,8.0,410.0,415.0,0.0483664869176851,0.3671345269451593,0.5844989861371556,TP,
101,22.0,366.0,358.0,0.3846766749879634,0.4495569836814508,0.1657663413305856,TP,
102,6.0,318.0,371.0,0.6589532429195198,0.1648569466165038,0.1761898104639763,TP,
103,15.0,181.0,403.0,0.7627244903105315,0.1607143339048919,0.0765611757845762,TP,
104,21.0,36.0,291.0,0.7128200686950438,0.1720627218674468,0.1151172094375094,TP,
105,19.0,150.0,399.0,0.071176264599346,0.1706332561925486,0.7581904792081052,TP,
106,17.0,492.0,113.0,0.7165721838162435,0.1522351505483463,0.13119266563541,TP,
107,14.0,91.0,401.0,0.6961639886551704,0.1564787963800436,0.147357214964786,TP,
108,5.0,221.0,238.0,0.7085906920852472,0.1547547404771068,0.1366545674376461,TP,
109,22.0,44.0,321.0,0.2259516461364293,0.1444223445001174,0.6296260093634531,TP,
110,18.0,375.0,238.0,0.3280837120049567,0.1649486334953804,0.5069676544996629,TP,
111,14.0,256.0,333.0,0.642421423223892,0.1955006659719028,0.1620779108042051,TP,
112,8.0,50.0,156.0,0.3107467492085297,0.1451430616883985,0.5441101891030716,TP,
113,5.0,179.0,106.0,0.7629282453958282,0.1531370167183933,0.0839347378857786,TP,
114,16.0,211.0,458.0,0.7157220580152825,0.1734464119926631,0.1108315299920543,TP,
115,10.0,63.0,130.0,0.7642135642583153,0.1575955446671247,0.07819089107456,TP,
116,21.0,161.0,301.0,0.2898526325915649,0.1475289377611756,0.5626184296472594,TP,
117,17.0,434.0,91.0,0.3497762940768609,0.5220110105219505,0.1282126954011885,TP,
118,5.0,221.0,94.0,0.7468904137630132,0.145086846045686,0.1080227401913007,TP,
119,13.0,149.0,482.0,0.2563058851981484,0.1742942359296024,0.5693998788722492,FP,glia_unsure
120,18.0,390.0,94.0,0.7030433490333078,0.1520373393096447,0.1449193116570474,TP,
121,9.0,272.0,232.0,0.7390600036103199,0.1550531524064316,0.1058868439832485,TP,
122,21.0,452.0,230.0,0.0680821807470107,0.3795980797803157,0.5523197394726733,TP,
123,18.0,273.0,175.0,0.7348080188807236,0.1615177174857078,0.1036742636335686,TP,
124,8.0,353.0,237.0,0.35960798827363,0.5004392398411962,0.1399527718851738,TP,
125,10.0,180.0,465.0,0.7515497252474426,0.1649467023052207,0.0835035724473367,TP,
126,10.0,231.0,375.0,0.6862730625776303,0.2052626979431802,0.1084642394791893,TP,
127,12.0,425.0,289.0,0.0673026049509046,0.3375645570871253,0.59513283796197,TP,
