,axis-0,axis-1,axis-2,R,G,B,label,labels
0,11.0,202.0,275.0,0.3206271034781057,0.1453726546870122,0.5340002418348822,TP,
1,19.0,217.0,360.0,0.7056038314240362,0.1898941048184595,0.1045020637575042,TP,
2,8.0,187.0,419.0,0.3917606576102836,0.4916898444005584,0.1165494979891579,TP,
3,19.0,64.0,470.0,0.385187171213962,0.473404075732137,0.1414087530539008,TP,
4,17.0,270.0,451.0,0.744922455900586,0.1553838564018477,0.099693687697566,TP,
5,21.0,282.0,305.0,0.7449957783154416,0.1550489083476687,0.0999553133368895,TP,
6,4.0,126.0,399.0,0.2749022819783653,0.150742225800607,0.5743554922210277,TP,
7,11.0,220.0,441.0,0.7290090714039542,0.1573479195634542,0.1136430090325914,TP,
8,16.0,240.0,341.0,0.6938771077784848,0.1810389673764364,0.1250839248450789,TP,
9,19.0,225.0,485.0,0.6110272613000551,0.2064916431987488,0.182481095501196,TP,
10,12.0,231.0,291.0,0.7356226627458385,0.1745036874726564,0.0898736497815048,TP,
11,13.0,158.0,370.0,0.3323157256429072,0.5535360647446975,0.1141482096123952,TP,
12,11.0,33.0,469.0,0.3469895788741454,0.499536350239266,0.1534740708865884,TP,
13,13.0,280.0,422.0,0.1083614323606444,0.7644663031172079,0.1271722645221476,TP,
14,18.0,105.0,466.0,0.3337506312687984,0.1504672004184064,0.515782168312795,TP,
15,14.0,38.0,298.0,0.6470746285135685,0.1986430172647397,0.1542823542216917,TP,
16,11.0,99.0,379.0,0.2773601959555793,0.1393803235922017,0.5832594804522189,TP,
17,20.0,185.0,459.0,0.7219502144557125,0.1707442721406137,0.1073055134036737,TP,
18,6.0,206.0,476.0,0.3064274437669894,0.5424057434355871,0.1511668127974234,TP,
19,11.0,267.0,305.0,0.2864767284524844,0.1507006290328076,0.5628226425147079,TP,
20,13.0,51.0,400.0,0.3254678598558365,0.5505061972762729,0.1240259428678905,TP,
21,15.0,125.0,429.0,0.2950176550285057,0.1640723680967574,0.5409099768747369,TP,
22,11.0,76.0,489.0,0.6852914621779405,0.171092738589553,0.1436157992325065,TP,
23,4.0,275.0,315.0,0.6689663853132929,0.1764511079592908,0.1545825067274162,TP,
24,11.0,72.0,268.0,0.3567780917754708,0.4790643889937594,0.1641575192307698,TP,
25,17.0,33.0,329.0,0.2865723691098623,0.1784183270382962,0.5350093038518415,TP,
26,5.0,94.0,407.0,0.0464354529494106,0.338056870598602,0.6155076764519873,TP,
27,13.0,154.0,481.0,0.0268750321329594,0.1259037765578045,0.847221191309236,FP,glia
28,20.0,112.0,351.0,0.3573903781277256,0.4977354940865353,0.1448741277857389,TP,
29,20.0,52.0,263.0,0.3822546588960056,0.4662003988171914,0.1515449422868028,TP,
30,12.0,174.0,460.0,0.6427022377475377,0.1762179743424647,0.1810797879099976,TP,
31,14.0,20.0,280.0,0.4001546753599325,0.4689774512670104,0.130867873373057,TP,
32,18.0,168.0,383.0,0.4070017040901144,0.4827789837752562,0.1102193121346291,TP,
33,13.0,168.0,323.0,0.2690430687858307,0.1474555721607123,0.5835013590534571,TP,
34,18.0,92.0,443.0,0.3445505319233644,0.503372977347612,0.1520764907290236,TP,
35,21.0,244.0,402.0,0.7487389955741569,0.1680529085637376,0.083208095862105,TP,
36,10.0,239.0,360.0,0.3147662552869646,0.5592727933357323,0.1259609513773029,TP,
37,18.0,152.0,357.0,0.7012428138691819,0.202137770279781,0.096619415851037,FP,glia
38,17.0,136.0,287.0,0.6977274872646503,0.2015227577929737,0.1007497549423759,FP,vein
39,10.0,242.0,327.0,0.7640481799347159,0.1551557568588984,0.0807960632063857,TP,
40,19.0,189.0,396.0,0.404922315665718,0.481837953789877,0.1132397305444049,FP,glia
41,15.0,129.0,374.0,0.6660395204475488,0.1987333304955126,0.1352271490569386,FP,glia
42,11.0,256.0,266.0,0.3049049020960268,0.3179658351201934,0.3771292627837799,FP,black cell
43,9.0,284.0,330.0,0.3053799950169447,0.3898719720290001,0.304748032954055,FP,black cell
44,15.0,139.0,459.0,0.6160625770544286,0.2011804663234557,0.1827569566221157,FP,glia
45,6.0,39.0,384.0,0.2858514094504976,0.3871496605539724,0.32699892999553,FP,black cell
46,11.0,365.0,351.0,0.1580147290247757,0.2764326580455647,0.5655526129296596,TP,
47,14.0,409.0,482.0,0.7086933339724725,0.1477381822551695,0.143568483772358,TP,
48,4.0,374.0,472.0,0.3341811661639883,0.1327830989254999,0.5330357349105118,TP,
49,14.0,353.0,471.0,0.0917916762459446,0.7989482273393382,0.109260096414717,TP,
50,13.0,479.0,467.0,0.7246374783722542,0.1419616342485123,0.1334008873792334,TP,
51,16.0,334.0,386.0,0.6958409695741745,0.184985332120232,0.1191736983055934,TP,
52,17.0,357.0,272.0,0.7320575073705019,0.1659604493277969,0.1019820433017012,TP,
53,8.0,363.0,389.0,0.699269337252186,0.1932166154889812,0.1075140472588327,TP,
54,14.0,378.0,402.0,0.1186216469464619,0.7631501148173844,0.1182282382361536,TP,
55,15.0,461.0,457.0,0.6801913531036197,0.1626473105238908,0.1571613363724895,TP,
56,18.0,303.0,469.0,0.1505407493386309,0.696755467016617,0.152703783644752,TP,
