,axis-0,axis-1,axis-2,R,G,B,label,labels
0,17.0,164.0,331.0,0.719381198322279,0.1662476079098583,0.1143711937678627,TP,
1,6.0,133.0,163.0,0.7081744405842996,0.1635346815818034,0.128290877833897,TP,
2,18.0,35.0,265.0,0.689060367629911,0.178948236074019,0.1319913962960699,TP,
3,11.0,269.0,345.0,0.7098614604481561,0.1480877361067409,0.1420508034451028,TP,
4,17.0,162.0,443.0,0.462152640382458,0.4342499193694529,0.103597440248089,TP,
5,22.0,173.0,395.0,0.7167683862093124,0.1622954784890442,0.1209361353016433,TP,
6,7.0,82.0,218.0,0.7219056375859224,0.1767602014311695,0.1013341609829079,TP,
7,7.0,99.0,435.0,0.7359821937338061,0.1487138368152551,0.1153039694509388,TP,
8,20.0,97.0,498.0,0.7256210054698433,0.1697987953269273,0.1045801992032291,TP,
9,5.0,128.0,333.0,0.7154213559641758,0.1717987195025826,0.1127799245332416,TP,
10,22.0,168.0,157.0,0.4546484531074012,0.4432890349992825,0.1020625118933161,TP,
11,11.0,74.0,275.0,0.3686988304923045,0.50578572912263,0.1255154403850655,TP,
12,4.0,75.0,414.0,0.7266183949790179,0.1442811944998629,0.129100410521119,TP,
13,7.0,70.0,352.0,0.7516782482502883,0.1483790289018275,0.0999427228478841,TP,
14,22.0,222.0,163.0,0.6836421679246607,0.1639716067166831,0.1523862253586562,TP,
15,13.0,227.0,181.0,0.7413767365948314,0.1563667736212412,0.1022564897839274,TP,
16,13.0,26.0,175.0,0.677768586299689,0.1879471650873278,0.1342842486129833,TP,
17,7.0,27.0,298.0,0.2840260965040461,0.1488394473964509,0.5671344560995027,TP,
18,20.0,91.0,193.0,0.7505722390270771,0.1635309596015178,0.085896801371405,FP,glia
19,15.0,214.0,321.0,0.6362104777403361,0.1819200529259384,0.1818694693337256,TP,
20,4.0,106.0,309.0,0.6420155798851651,0.18739836543069,0.1705860546841448,TP,
21,12.0,187.0,466.0,0.6509972536104465,0.1832752358107591,0.1657275105787944,TP,
22,19.0,115.0,345.0,0.1170153281748203,0.7384649563209865,0.1445197155041931,TP,
23,13.0,279.0,206.0,0.753489502418829,0.1693711595105389,0.0771393380706321,FP,glia
24,19.0,153.0,376.0,0.7630713012971766,0.1644146835939089,0.0725140151089144,FP,glia
25,17.0,255.0,423.0,0.1212906697593071,0.72973545501624,0.1489738752244528,TP,
26,11.0,119.0,232.0,0.4087912514120956,0.46799860150846,0.1232101470794443,TP,
27,9.0,272.0,287.0,0.6815758886601924,0.1915482188319605,0.126875892507847,TP,
28,12.0,66.0,407.0,0.3054136815016605,0.1720626962512344,0.5225236222471051,TP,
29,6.0,15.0,405.0,0.64157830858675,0.1907481474172315,0.1676735439960184,TP,
30,5.0,178.0,197.0,0.7161792662108408,0.1748077039993986,0.1090130297897604,FP,glia
31,13.0,37.0,499.0,0.7437129668626048,0.1600298792082664,0.0962571539291286,FP,glia
32,9.0,284.0,306.0,0.7601163845593409,0.1542005528017141,0.085683062638945,FP,glia
33,19.0,58.0,287.0,0.7440784292506387,0.1696400013545431,0.0862815693948182,TP,
34,8.0,194.0,346.0,0.4174755606321635,0.4438882970428498,0.1386361423249865,TP,
35,22.0,247.0,189.0,0.0970373374970346,0.3649670913413937,0.5379955711615715,TP,
36,15.0,99.0,294.0,0.6054358300090631,0.2035778819987658,0.1909862879921711,TP,
37,13.0,162.0,167.0,0.1616257681309124,0.3457878180145932,0.4925864138544941,TP,
38,9.0,226.0,319.0,0.655993086629583,0.1777332223057448,0.1662736910646721,TP,
39,22.0,408.0,61.0,0.6889225665769694,0.1630918488947016,0.147985584528329,TP,
40,12.0,450.0,87.0,0.67522127434913,0.1652181072191164,0.1595606184317536,TP,
41,17.0,289.0,145.0,0.7081371410232311,0.1744489896281156,0.1174138693486532,TP,
42,7.0,357.0,28.0,0.7329593259528208,0.1745450982275536,0.0924955758196255,TP,
43,6.0,430.0,57.0,0.6969940226289646,0.1741100543596609,0.1288959230113745,TP,
44,19.0,485.0,28.0,0.0574796707274668,0.1523866245818012,0.7901337046907316,TP,
45,22.0,346.0,126.0,0.3185282763613324,0.151756463676976,0.5297152599616913,TP,
46,4.0,380.0,142.0,0.3099146319754473,0.549673954816496,0.1404114132080567,TP,
47,21.0,448.0,148.0,0.3806112725511224,0.4974393389673114,0.1219493884815662,TP,
48,9.0,443.0,20.0,0.713579564722048,0.1601781471393873,0.1262422881385648,TP,
49,6.0,464.0,77.0,0.3314617424854415,0.1589117378674027,0.5096265196471557,TP,
50,11.0,401.0,127.0,0.3250655600093438,0.5465945832998246,0.1283398566908315,TP,
51,18.0,294.0,31.0,0.3071602980014928,0.5340698376801575,0.1587698643183498,TP,
52,16.0,482.0,107.0,0.3898572159903005,0.4857255814965748,0.1244172025131246,TP,
53,15.0,284.0,74.0,0.6964588337719607,0.1768133430730926,0.1267278231549465,TP,
