,axis-0,axis-1,axis-2,R,G,B,label,labels
0,22.0,368.0,144.0,0.6836730830582515,0.1769839685078763,0.1393429484338723,TP,
1,6.0,342.0,114.0,0.2839022464107202,0.1593529847845702,0.5567447688047096,TP,
2,22.0,376.0,84.0,0.5857700554221398,0.2307242009760193,0.1835057436018408,TP,
3,5.0,316.0,114.0,0.1272144858887528,0.7161106753937203,0.1566748387175269,TP,
4,4.0,326.0,40.0,0.2390440501068622,0.2151418790653078,0.54581407082783,TP,
5,17.0,331.0,140.0,0.1115477821798292,0.3767684134522883,0.5116838043678824,TP,
6,16.0,346.0,64.0,0.1184144678869198,0.3741828614472005,0.5074026706658796,TP,
7,4.0,355.0,52.0,0.3996468724847067,0.4624140871944273,0.1379390403208658,TP,
8,10.0,345.0,159.0,0.2658457888892405,0.1809380121516771,0.553216198959082,TP,
9,9.0,366.0,132.0,0.3678271361980952,0.4727357823015111,0.1594370815003938,TP,
10,21.0,316.0,95.0,0.3333242643438826,0.4953750592551573,0.1713006764009599,TP,
11,18.0,481.0,59.0,0.3399375200353124,0.56415146301898,0.0959110169457074,FP,glia
12,13.0,397.0,52.0,0.3156115159397366,0.5637411416438532,0.1206473424164102,FP,glia
13,4.0,158.0,501.0,0.6734966871595728,0.1757394400301624,0.1507638728102647,TP,
14,4.0,306.0,483.0,0.5801101402236714,0.2161932116302979,0.2036966481460305,TP,
15,21.0,186.0,234.0,0.2759922735040206,0.2221040585791215,0.5019036679168578,TP,
16,15.0,278.0,181.0,0.5762095624404135,0.2483175214498458,0.1754729161097406,TP,
17,21.0,230.0,493.0,0.0736272637367626,0.1792967250356442,0.7470760112275932,TP,
18,14.0,313.0,273.0,0.0954573044068837,0.1828170812134187,0.7217256143796974,TP,
19,19.0,72.0,348.0,0.381545744250431,0.4980975748549635,0.1203566808946055,TP,
20,15.0,197.0,206.0,0.5210593016507946,0.3368713964515966,0.1420693018976088,TP,
21,9.0,286.0,157.0,0.2940454051972236,0.1916068931080886,0.5143477016946876,TP,
22,14.0,95.0,253.0,0.6105474261171686,0.2331685038979424,0.156284069984889,TP,
23,15.0,155.0,483.0,0.1538132077405374,0.6065248554578251,0.2396619368016373,TP,
24,10.0,170.0,220.0,0.544036763396323,0.3018305028771138,0.1541327337265631,TP,
25,12.0,263.0,386.0,0.5969738222955325,0.2683921707931611,0.1346340069113064,TP,
26,12.0,229.0,459.0,0.6466988466879211,0.2006907080796259,0.1526104452324529,TP,
27,22.0,251.0,267.0,0.5399097002648847,0.2275600649304991,0.2325302348046162,TP,
28,8.0,63.0,215.0,0.5523026891611447,0.2607417033840148,0.1869556074548405,TP,
29,7.0,91.0,282.0,0.6435739019775544,0.2028336186518991,0.1535924793705465,TP,
30,10.0,79.0,196.0,0.0731659944388125,0.1850411726730652,0.7417928328881223,TP,
31,10.0,199.0,226.0,0.0703857686577812,0.202017758444814,0.7275964728974046,TP,
32,20.0,284.0,292.0,0.5672369294248092,0.2098389598436762,0.2229241107315146,TP,
33,8.0,262.0,298.0,0.4216542672832973,0.4164954267526886,0.161850305964014,TP,
34,17.0,195.0,296.0,0.327365088968558,0.4629277435667148,0.2097071674647272,TP,
35,16.0,66.0,388.0,0.2980731897157956,0.4754550443260192,0.226471765958185,TP,
36,6.0,48.0,390.0,0.1341454722863756,0.6950831478700323,0.170771379843592,TP,
37,21.0,291.0,250.0,0.3034670530985865,0.2288847296395478,0.4676482172618655,TP,
38,9.0,57.0,340.0,0.1253064417566078,0.7040940585433847,0.1705994997000074,TP,
39,7.0,134.0,447.0,0.1468862933385067,0.6955927220370438,0.1575209846244494,TP,
40,17.0,59.0,501.0,0.1137421826163005,0.3734137465003324,0.512844070883367,TP,
41,19.0,174.0,407.0,0.1220404152737693,0.3402419104611668,0.5377176742650638,TP,
42,15.0,213.0,434.0,0.2999963880852844,0.1772744778600162,0.5227291340546993,TP,
43,20.0,300.0,161.0,0.3725953014577425,0.4726455969613516,0.1547591015809059,TP,
44,16.0,176.0,357.0,0.1109016917665481,0.6972889873817113,0.1918093208517405,TP,
45,14.0,15.0,295.0,0.1545927404753526,0.5920857522391141,0.2533215072855334,TP,
46,18.0,280.0,448.0,0.4872193292094033,0.2314314054936628,0.2813492652969337,TP,
47,14.0,171.0,458.0,0.568363782498751,0.1971248259816881,0.2345113915195608,TP,
48,4.0,55.0,354.0,0.3718599002412,0.44863101174622,0.1795090880125799,TP,
49,13.0,114.0,417.0,0.3136597743522045,0.4652723531939221,0.2210678724538733,TP,
50,4.0,105.0,495.0,0.0911513825831943,0.1665196508118146,0.742328966604991,TP,
51,4.0,197.0,264.0,0.2787735492467451,0.5018502381077432,0.2193762126455117,TP,
52,17.0,243.0,227.0,0.1650124722155354,0.6083977725862472,0.2265897551982174,TP,
53,12.0,109.0,455.0,0.348312715202414,0.3986326647252106,0.2530546200723752,TP,
54,8.0,304.0,313.0,0.3099747629950524,0.1761463109899907,0.5138789260149568,TP,
55,16.0,114.0,152.0,0.0823393560542545,0.4158189097276295,0.501841734218116,TP,
56,16.0,276.0,425.0,0.1530686956108979,0.644090721811703,0.202840582577399,TP,
57,9.0,21.0,196.0,0.1332637126404159,0.6975107004258904,0.1692255869336938,TP,
58,7.0,77.0,321.0,0.3206040585933748,0.1872846504312784,0.4921112909753468,TP,
59,20.0,105.0,198.0,0.1560340256642121,0.6678584373094931,0.1761075370262947,TP,
60,8.0,226.0,295.0,0.1021813937384817,0.3694831947273869,0.5283354115341315,TP,
61,18.0,77.0,267.0,0.3214396189281863,0.4658297709264501,0.2127306101453634,TP,
62,11.0,177.0,486.0,0.0795183744230516,0.188996139592097,0.7314854859848514,TP,
63,8.0,175.0,316.0,0.3895666060798536,0.3802455222193646,0.2301878717007818,TP,
64,10.0,51.0,464.0,0.1468522343129474,0.5865707034257616,0.2665770622612908,TP,
65,16.0,281.0,244.0,0.3140123096876146,0.4771352610119918,0.2088524293003937,TP,
66,15.0,162.0,184.0,0.1243613381244327,0.7160523588519064,0.1595863030236609,TP,
67,10.0,62.0,289.0,0.3085112991055517,0.1849431768756856,0.5065455240187625,TP,
68,10.0,318.0,186.0,0.167569486727932,0.6242274259243615,0.2082030873477064,TP,
69,13.0,174.0,333.0,0.2241857871617373,0.1794073519098555,0.5964068609284071,TP,
70,21.0,118.0,489.0,0.2747050208722335,0.4178410722051369,0.3074539069226294,TP,
71,18.0,314.0,322.0,0.3688532879753421,0.4136758248726968,0.217470887151961,TP,
72,18.0,279.0,347.0,0.5389285623476299,0.2670967934367283,0.1939746442156419,TP,
73,8.0,183.0,346.0,0.2459755323763088,0.2080489248340917,0.5459755427895994,TP,
74,16.0,44.0,201.0,0.4126776860973895,0.4201993897151725,0.167122924187438,TP,
75,14.0,165.0,257.0,0.3046208325506404,0.2180794845383638,0.4772996829109956,TP,
76,10.0,310.0,288.0,0.3018797762614056,0.1809065084549421,0.5172137152836523,TP,
77,8.0,128.0,213.0,0.2926395312497335,0.5259793617209436,0.1813811070293228,TP,
78,14.0,224.0,309.0,0.1971505639348714,0.140280592947934,0.6625688431171946,FP,glia
79,6.0,65.0,157.0,0.2576912785839194,0.4028404201648835,0.3394683012511971,FP,black cell
80,17.0,99.0,365.0,0.3528357668129331,0.3914140294845857,0.2557502037024812,TP,
81,4.0,279.0,440.0,0.3563174892960314,0.4245365030047988,0.2191460076991696,TP,
82,19.0,238.0,458.0,0.4039622484731598,0.4007363064781332,0.195301445048707,TP,
83,22.0,134.0,301.0,0.3389852518132801,0.4597974622636681,0.2012172859230516,TP,
84,16.0,319.0,244.0,0.3610551620356569,0.4691492510251802,0.1697955869391628,TP,
85,9.0,160.0,274.0,0.1751711360094458,0.5599326525467714,0.2648962114437828,TP,
86,8.0,187.0,395.0,0.3974258556940537,0.4352279810602172,0.167346163245729,TP,
87,14.0,97.0,222.0,0.3358115715424357,0.4918257734348167,0.1723626550227474,TP,
88,8.0,19.0,308.0,0.252346088924075,0.1385994428526738,0.6090544682232512,FP,glia
89,16.0,273.0,224.0,0.3966829196641006,0.447797452413176,0.1555196279227235,TP,
90,14.0,34.0,441.0,0.2150525400194496,0.1742850580847994,0.6106624018957508,TP,
91,19.0,41.0,284.0,0.3553016797807832,0.378260139373506,0.2664381808457108,TP,
92,22.0,189.0,454.0,0.2463990688150837,0.1459856628574672,0.6076152683274488,FP,glia
93,16.0,299.0,470.0,0.2367698773552094,0.1462949466969098,0.6169351759478807,FP,glia_unsure
94,13.0,233.0,351.0,0.3313556582253721,0.2418884590682411,0.4267558827063868,TP,
95,4.0,255.0,392.0,0.443780681464056,0.467387516523024,0.0888318020129198,FP,glia
96,7.0,247.0,472.0,0.2818319938065264,0.2369775384909648,0.4811904677025087,TP,
97,14.0,52.0,321.0,0.2981989137642001,0.1858319887052719,0.5159690975305279,TP,
98,17.0,29.0,246.0,0.142397680355228,0.3393356166442635,0.5182667030005085,FP,black cell_unsure
99,20.0,236.0,313.0,0.2517740922925572,0.1463076980684486,0.601918209638994,FP,glia
100,9.0,283.0,465.0,0.2937662391558293,0.2204452674714515,0.4857884933727192,TP,
101,5.0,16.0,394.0,0.2959214987631432,0.2570490249224779,0.4470294763143789,FP,background
102,15.0,316.0,380.0,0.3263091567243665,0.5224369937073481,0.1512538495682852,TP,
103,22.0,314.0,465.0,0.2157878554322329,0.1571922563753708,0.6270198881923963,FP,glia
104,13.0,115.0,477.0,0.0861053163728902,0.1708215457437238,0.7430731378833858,TP,
105,18.0,218.0,108.0,0.5827535410927017,0.2464353674903928,0.1708110914169053,TP,
106,16.0,265.0,57.0,0.6332002189210494,0.2333137774868684,0.1334860035920822,TP,
107,8.0,302.0,81.0,0.0734452440417211,0.1505444607581595,0.7760102952001192,TP,
108,9.0,286.0,17.0,0.3177457527269582,0.2053095499898521,0.4769446972831896,TP,
109,20.0,155.0,43.0,0.5819771079480278,0.2426842004057475,0.1753386916462246,TP,
110,10.0,145.0,131.0,0.289709906138284,0.2375300148639487,0.4727600789977672,TP,
111,16.0,233.0,139.0,0.4164064261149275,0.3924080152105896,0.1911855586744826,TP,
